stressor,desc,mean_pct_imp,mean_pct_incr1,mean_pct_decr1,mean_pct_incr2,mean_pct_decr2,mean_pct_incr3,mean_pct_decr3,mean_range_km2,sd_pct_imp,sd_pct_incr2,sd_pct_decr2,sd_pct_incr3,sd_pct_decr3,sd_range_km2
pel_hb,sea birds,0.08013178228265559,0.0012128446210943767,4.5917343128396227e-4,0.002826836330512778,0.008520685382004829,2.8276305574292856e-4,0.003224102488862045,21280777.582833763,0.203226394450662,0.009919362827283685,0.03524370407447786,0.0013568691899507193,0.019558291599592117,33976031.73005563
pel_lb,sea birds,0.026254742867877857,0.0020163736319941464,5.078215846204502e-4,1.1116501454292914e-4,8.447848582057371e-5,5.721693038412084e-5,2.0757642463739396e-5,21280777.582833763,0.10965027837534204,6.469206547751285e-4,5.251372098260886e-4,3.4566684032418665e-4,2.3971124467147195e-4,33976031.73005563
shipping,sea birds,0.010667243529452924,9.81998036073922e-7,1.457285111919759e-5,0.008138357719939704,0.00031869110055471295,2.3152405829145276e-4,1.483951811493233e-4,21280777.582833763,0.0798350576416075,0.05908407789284378,0.003941991208594262,0.0022286690134895354,0.0018355470186339807,33976031.73005563
slr,sea birds,0,0,0,0,0,0,0,21280777.582833763,0,0,0,0,0,33976031.73005563
sst,sea birds,0.15497665040173006,0,0,0.0059640951798567805,6.437093159441627e-4,0.06471413875404779,0.008888596510594711,21280777.582833763,0.2883178175065228,0.012593819591293815,0.0017031625623454645,0.13615995726505797,0.025848034815258172,33976031.73005563
art_fish,seagrasses,0.018058386160184747,1.2392081356404582e-4,7.215912388648291e-4,0,0.008186881464644425,0,2.3256488790311043e-4,399206.8813149981,0.06993982885777804,0,0.03170765556994204,0,9.007199377613411e-4,384728.2098366719
cumulative,seagrasses,0.36667488215653515,0.035201654700970385,0.0327766204213293,0.17999733476912705,0.03360890346121091,0.018708828857966747,0.002585694469437458,399206.8813149981,0.2875022160224042,0.2836435342173472,0.050783155504843865,0.05766100458084304,0.003963981895621586,384728.2098366719
dem_dest,seagrasses,9.808327050470848e-4,0,0,0,1.1459367889817344e-4,0,0,399206.8813149981,0.00379874873206293,0,4.43819409953266e-4,0,0,384728.2098366719
dem_nondest_hb,seagrasses,0,0,0,0,0,0,0,399206.8813149981,0,0,0,0,0,384728.2098366719
dem_nondest_lb,seagrasses,0,0,0,0,0,0,0,399206.8813149981,0,0,0,0,0,384728.2098366719
direct_human,seagrasses,0.12281170694817478,0.06972783572873696,0.046637679654989043,0.002172301059590793,0.001224718605900201,0,0,399206.8813149981,0.05714010508327891,0.0021412305110811982,0.0017837987720675725,0,0,384728.2098366719
light,seagrasses,0,0,0,0,0,0,0,399206.8813149981,0,0,0,0,0,384728.2098366719
nutrient,seagrasses,0.14310253017724806,1.2620787912606056e-4,0,0.05285637940298868,0.02608732873440966,0.004661742098858397,0.002583398394520599,399206.8813149981,0.17273324610322474,0.12241819666713237,0.0498619599968501,0.00626690392248457,0.004070636371463516,384728.2098366719
oa,seagrasses,0,0,0,0,0,0,0,399206.8813149981,0,0,0,0,0,384728.2098366719
organic,seagrasses,0,0,0,0,0,0,0,399206.8813149981,0,0,0,0,0,384728.2098366719
pel_hb,seagrasses,0,0,0,0,0,0,0,399206.8813149981,0,0,0,0,0,384728.2098366719
pel_lb,seagrasses,0,0,0,0,0,0,0,399206.8813149981,0,0,0,0,0,384728.2098366719
shipping,seagrasses,0.16285826412533563,0,0,0.13033672157860285,0.0019769273246252723,0.014689853776490543,5.392452638918411e-5,399206.8813149981,0.33825468044716733,0.2851288317028655,0.007656606604936064,0.05660400425348931,2.0884879265743245e-4,384728.2098366719
slr,seagrasses,0,0,0,0,0,0,0,399206.8813149981,0,0,0,0,0,384728.2098366719
sst,seagrasses,0,0,0,0,0,0,0,399206.8813149981,0,0,0,0,0,384728.2098366719
art_fish,sharks and rays,0.26231099295986826,0.02606444395738777,0.00870427461801655,0.08087885962824994,0.02711179030627645,0.01085631170772469,0.004530175113716676,12948094.968188044,0.3143350761837613,0.13653625974124678,0.06263657645581892,0.039581981195997686,0.014470146914028552,45507514.231753744
cumulative,sharks and rays,0.46214026120538765,0.041131519951914317,0.011511739428780692,0.0962179147150738,0.04016817718488313,0.013615899577001716,0.0064301284589173904,12948094.968188044,0.3564512296587595,0.14281189191219004,0.06976687423640819,0.03458914383741118,0.01355559543014701,45507514.231753744
dem_dest,sharks and rays,0.3042220314527029,0.006314394476915717,0.0014317110782760955,0.01204808588919767,0.013847885656946207,0.002154844472043996,0.0031917455552633906,12948094.968188044,0.33316447859606996,0.018533850764257082,0.03965398110899832,0.009662448255192172,0.02670409552123307,45507514.231753744
dem_nondest_hb,sharks and rays,0.12620076006509767,0.0010787139122288543,3.882241221000548e-4,0.0044890446855778325,0.002270419866590761,0.0012445962944438575,0.0020573835523630337,12948094.968188044,0.2160757099759898,0.0108225112786184,0.006354791207134555,0.004044148173229986,0.0085025610358037,45507514.231753744
dem_nondest_lb,sharks and rays,0.023070850195092463,0.0010508981318453734,1.6261362620925246e-5,0.001661923899687659,3.670047539253784e-5,2.195293023474628e-4,4.889495921058057e-5,12948094.968188044,0.08003453198211076,0.0066203452213645375,2.77055811349357e-4,0.0016894758056200524,3.6946211835405587e-4,45507514.231753744
direct_human,sharks and rays,0.00824430885252052,0.006160111705901032,7.900419150191235e-4,0.0011586998706412483,3.750967291647823e-5,1.0700533019467391e-5,0,12948094.968188044,0.039845244127814136,0.0067185510247760654,2.9606070629264894e-4,7.751593225509814e-5,0,45507514.231753744
light,sharks and rays,0,0,0,0,0,0,0,12948094.968188044,0,0,0,0,0,45507514.231753744
nutrient,sharks and rays,0.006136143229686462,1.314404793914051e-5,0,0.001543543787880967,2.251835159250738e-4,9.168423829556944e-4,1.2735745183755506e-4,12948094.968188044,0.05698020574317147,0.015683616521816122,0.002037578386248416,0.008036028944312665,0.0010632372848048653,45507514.231753744
oa,sharks and rays,0,0,0,0,0,0,0,12948094.968188044,0,0,0,0,0,45507514.231753744
organic,sharks and rays,0.0037570953840596524,1.6187017143854468e-5,4.15597526062342e-6,7.645981290670143e-4,7.469395012973902e-4,6.332392389690502e-4,5.592301809486492e-5,12948094.968188044,0.03827385663410838,0.009380357445211401,0.012098420003245926,0.008428253095876598,8.069161019521928e-4,45507514.231753744
pel_hb,sharks and rays,0.10570483601909295,0.007913945521871683,0.002498184847810022,0.008901481170554764,0.009554878447552163,5.461151392641599e-4,2.7196448618874614e-4,12948094.968188044,0.23499109805440163,0.034037211255752965,0.043021274780064414,0.002032259959225733,0.0012350730700190278,45507514.231753744
pel_lb,sharks and rays,0.06449839364781831,0.00977526711141132,0.0036262945709885303,6.947721954221337e-4,8.258307365659864e-4,2.9237962878989325e-5,1.4116432183986302e-5,12948094.968188044,0.19795492644655593,0.003594024404543107,0.0051667931226719215,1.801041902264675e-4,7.301968539429153e-5,45507514.231753744
shipping,sharks and rays,0.0021950628936431697,1.3135425603658476e-7,1.6505414624459055e-7,0.0016190347402387474,3.9635173224929574e-5,1.7585602660746428e-4,1.3762054459733386e-5,12948094.968188044,0.039081983712889616,0.0288260940184702,7.056841965303839e-4,0.003131027538021697,2.4502641350678206e-4,45507514.231753744
slr,sharks and rays,0,0,0,0,0,0,0,12948094.968188044,0,0,0,0,0,45507514.231753744
sst,sharks and rays,0,0,0,0,0,0,0,12948094.968188044,0,0,0,0,0,45507514.231753744
